incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC003306,Drunk Driving,West,Oakdale,PA,7197 Cedar Lane,38.704281,77.4205,2018-07-07 15:59:32,OFF0127,Daniel,Davis,9485.0,SUS00683,Robert,White,74.0,Male,Asian,VIC00240,Matthew,Lee,21.0,Male,777-814-9828,Bat,Medium,Pending,Warning Issued,2.0,30267.72,Yes,Incident at 7197 Cedar Lane. Officer responded at scene.
INC002278,Theft/Larceny,Northwest,Lakewood,CA,8331 Maple Dr,47.391703,-112.855788,2020-07-07 12:12:04,OFF0081,Michelle,Jackson,9649.0,SUS00301,Nancy,Hill,21.0,Female,hispanic,VIC00167,Daniel,Martin,49.0,Other,Unknown,Firearm,Low,Closed,Arrest Made,4.0,42733.04,No,Incident at 8331 Maple Dr. Officer responded at scene.
INC004723,Robbery,Central,Maplewood,FL,5805 Sunset Blvd,43.553566,-90.706306,2018-12-29 20:51:40,OFF0077,Thomas,White,8248.0,SUS00664,Mark,Anderson,38.0,Male,Unknown,VIC00295,Ashley,Williams,21.0,Female,Unknown,Hands/Feet,Medium,Closed,Arrest Made,3.0,23630.9,No,Incident at 5805 Sunset Blvd. Officer responded at scene.
INC004170,Arson,Central,Hillcrest,GA,6626 Park Rd,33.467649,-79.318552,2020-03-10 19:42:11,OFF0017,William,Williams,8198.0,SUS00656,Robert,Hill,31.0,Unknown,Hispanic,VIC00287,Linda,Miller,20.0,Male,406-292-8995,Knife,Critical,Open,Arrest Made,2.0,7341.05,Yes,Incident at 6626 Park Rd. Officer responded at scene.
INC003220,Theft,east,Springfield,OH,8915 Main St,29.584144,-118.538683,2021-05-19 16:44:54,OFF0008,James,Smith,1633.0,SUS00449,Sarah,Walker,33.0,Male,asian,VIC00017,Mark,Young,49.0,Male,294-197-5980,Knife,Critical,Closed,Arrest Made,0.0,44560.48,No,Incident at 8915 Main St. Officer responded at scene.
INC000374,Larceny,South,Hillcrest,OH,6287 Oak Ave,31.641569,84.4516,2021-07-31 08:05:29,OFF0142,Barbara,Green,6231.0,SUS00666,John,Young,47.0,Male,White,VIC00806,Jessica,Torres,80.0,Male,341-299-6158,Firearm,High,Pending,Arrest Made,2.0,41602.88,No,No notes available
INC004539,Domestic Violence,Northeast,Springfield,OH,7088 Oak Ave,36.974169,77.8726,2023-03-20 13:30:25,OFF0090,Anthony,Nguyen,4030.0,SUS00744,Mary,Smith,74.0,Female,Black,VIC00022,Jessica,Brown,31.0,Male,945-634-1953,Knife,Medium,Resolved,Warning Issued,0.0,18382.04,No,Incident at 7088 Oak Ave. Officer responded at scene.
INC003935,Assault,Southwest,Fairview,TX,8968 River Rd,34.452357,-118.679012,2021-09-19 00:31:33,OFF0068,CHRIS,Brown,3599.0,SUS00734,Emily,Jackson,23.0,Male,BLACK,VIC00359,Charles,Lee,49.0,Male,938-154-9950,Rifle,High,Under Investigation,Dismissed,4.0,17951.52,Yes,Incident at 8968 River Rd. Officer responded at scene.
INC004311,Sexual Assault,WEST,Centerville,FL,7884 Park Rd,34.668318,-75.847314,2018-11-12 14:30:30,OFF0116,Barbara,Brown,9305.0,SUS00593,Barbara,Torres,23.0,Female,BLACK,VIC00015,Barbara,Thompson,67.0,Female,400-918-3705,Firearm,High,Under Investigation,Dismissed,0.0,27201.33,No,Incident at 7884 Park Rd. Officer responded at scene.
INC004414,Assault,Northeast,Centerville,IL,3607 Elm Blvd,33.239039,-78.737727,2021-10-01 04:27:45,OFF0144,Emily,Torres,8243.0,SUS00702,Anthony,Moore,24.0,Male,white,VIC00548,Charles,Moore,62.0,Female,645-633-4534,Firearm,Medium,Open,Arrest Made,0.0,31564.03,Yes,Incident at 3607 Elm Blvd. Officer responded at scene.
INC000742,Kidnapping,North,Hillcrest,CA,3313 Cedar Lane,26.68302,-74.668807,2020-02-03 22:52:22,OFF0104,David,Walker,4097.0,SUS00129,David,Jackson,61.0,Female,Other,VIC00632,Nancy,Hill,66.0,Female,937-921-8228,Firearm,Low,Closed,Arrest Made,3.0,23630.9,No,Incident at 3313 Cedar Lane. Officer responded at scene.
INC001645,Drug Offense,Central,Centerville,PA,970 Sunset Blvd,38.778844,58.9128,2022-03-08 07:18:53,OFF0101,Sarah,Lee,Unknown,SUS00429,Matthew,Lee,22.0,Unknown,white,Unknown,Unknown,Unknown,49.0,Male,Unknown,Firearm,High,Closed,Dismissed,2.0,24599.75,No,Incident at 970 Sunset Blvd. Officer responded at scene.
INC000407,Trespassing,South,Lakewood,FL,2170 Cedar Lane,26.198741,-102.588406,2021-09-27 00:03:26,OFF0106,Carol,Nguyen,5242.0,SUS00677,Joseph,Wright,64.0,Female,hispanic,VIC00658,Sarah,Taylor,43.0,Female,3087373996,Hands/Feet,Low,Open,Arrest Made,5.0,23630.9,Yes,Incident at 2170 Cedar Lane. Officer responded at scene.
INC003860,Property Damage,midtown,Hillcrest,FL,2430 Maple Dr,25.866854,-74.907896,2018-03-28 00:22:14,OFF0115,Mark,Davis,7257.0,SUS00435,James,Wright,74.0,Male,Unknown,VIC00036,Susan,Hall,75.0,Female,Unknown,Bat,High,Pending,Arrest Made,2.0,23630.9,Yes,No notes available
INC000459,Sexual Assault,East,Springfield,CA,9921 River Rd,36.974169,-78.763286,2021-10-09 13:06:33,OFF0011,Robert,Jackson,7529.0,SUS00001,Anthony,Flores,36.0,Female,White,VIC00986,Jessica,Miller,33.0,Female,Unknown,Knife,Low,Closed,Dismissed,4.0,3743.56,No,Incident at 9921 River Rd. Officer responded at scene.
INC003757,Drug Offense,Midtown,Riverside,GA,1108 Maple Dr,46.0227,-94.6682905,2024-07-30 12:56:45,OFF0126,David,Lee,1801.0,SUS00539,Linda,Anderson,46.0,Male,Other,Unknown,Unknown,Unknown,49.0,Male,Unknown,Hands/Feet,Medium,Closed,Arrest Made,2.0,30128.38,No,Incident at 1108 Maple Dr. Officer responded at scene.
INC004568,Theft,West,Centerville,PA,2903 River Rd,36.974169,-104.645466,2023-02-25 23:17:54,OFF0098,Joseph,Garcia,9070.0,SUS00649,Joseph,Green,56.0,Unknown,Black,VIC00778,Chris,Nguyen,25.0,Female,Unknown,Hands/Feet,Critical,Closed,Warning Issued,2.0,23630.9,Yes,Incident at 2903 River Rd. Officer responded at scene.
INC004105,Abduction,midtown,Fairview,AZ,9571 Cedar Lane,30.400364,-84.374032,2021-07-31 08:05:29,OFF0134,Linda,Thompson,8050.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00499,Susan,Johnson,45.0,Male,852-620-8441,Hands/Feet,Critical,Closed,Warning Issued,2.0,9587.42,No,Incident at 9571 Cedar Lane. Officer responded at scene.
INC002040,Cybercrime,Southwest,Maplewood,PA,918 River Rd,36.262146,-112.726591,2022-04-12 23:07:28,OFF0141,Thomas,Flores,4792.0,SUS00255,Susan,Martin,74.0,Male,Black,VIC00444,Jessica,Davis,49.0,Unknown,(523) -86-7-7564,Unarmed,Medium,Closed,Arrest Made,2.0,10056.48,Yes,Incident at 918 River Rd. Officer responded at scene.
INC002365,Sexual Assault,Midtown,Lakewood,AZ,555 Maple Dr,44.245239,-78.245138,2022-09-26 14:44:04,OFF0125,William,Scott,4982.0,SUS00235,Susan,Allen,41.0,Male,Unknown,VIC00957,Barbara,Green,75.0,Female,485-597-6672,Firearm,Medium,Closed,Arrest Made,0.0,12110.15,No,No notes available
INC004594,Vandalism,midtown,Lakewood,IL,4113 Washington Ave,39.5168,-81.959821,2022-07-03 06:46:04,OFF0002,JAMES,Flores,1164.0,SUS00004,Charles,Jackson,75.0,Male,Hispanic,VIC00965,Mary,Smith,88.0,Female,938-495-5347,Firearm,Medium,Pending,Arrest Made,2.0,3049.87,Yes,Incident at 4113 Washington Ave. Officer responded at scene.
INC000324,Drug Offense,Central,Riverside,IL,8463 Cedar Lane,42.167267,-120.944423,2022-10-29 02:12:22,OFF0028,Linda,Flores,5633.0,SUS00259,Matthew,Hall,74.0,Female,Black,VIC00589,Thomas,Green,33.0,Male,7086411055,Hands/Feet,Low,Closed,Dismissed,3.0,28397.55,Yes,Incident at 8463 Cedar Lane. Officer responded at scene.
INC000165,Theft,North,Oakdale,PA,4490 Oak Ave,40.64399,-97.73749,2021-01-28 01:17:38,OFF0133,Matthew,Johnson,4678.0,SUS00049,Jessica,Thompson,43.0,Male,White,VIC00402,John,Flores,83.0,Male,(225) -85-5-4696,Hands/Feet,Medium,Pending,Dismissed,1.0,16461.23,No,Incident at 4490 Oak Ave. Officer responded at scene.
INC000502,Theft,Northwest,Hillcrest,TX,5113 Park Rd,38.392833,-105.122231,2018-07-21 17:00:12,OFF0065,Linda,Jackson,8886.0,SUS00548,Chris,Brown,75.0,Male,White,VIC00498,John,Thompson,68.0,Female,246-729-7641,Firearm,High,Open,Warning Issued,2.0,38049.3,Yes,Incident at 5113 Park Rd. Officer responded at scene.
INC002143,Fraud,Northeast,Maplewood,IL,3609 River Rd,34.938923,-77.765171,2024-05-14 10:39:35,OFF0015,William,Brown,1085.0,SUS00770,Mark,Martin,16.0,Male,Asian,Unknown,Unknown,Unknown,49.0,Male,Unknown,Hands/Feet,Medium,Open,Arrest Made,2.0,2199.33,Yes,Incident at 3609 River Rd. Officer responded at scene.
INC003627,Drug Offense,North,Riverside,NY,5947 Cedar Lane,28.609342,-103.186019,2023-08-29 08:05:45,OFF0147,Jennifer,Nguyen,2079.0,SUS00436,Mary,Garcia,46.0,Other,Hispanic,VIC00216,Chris,Martin,50.0,Unknown,207-675-3948,Blunt Object,Critical,Pending,No Arrest,5.0,26702.29,No,No notes available
INC001581,Cybercrime,West,Riverside,NY,598 Oak Ave,44.412151,-110.643067,2024-08-05 12:31:41,OFF0099,Mark,Walker,9419.0,SUS00794,Richard,White,26.0,Male,white,VIC00431,Nancy,Hill,46.0,Male,620-200-5633,Unarmed,High,Closed,No Arrest,1.0,29324.21,Yes,Incident at 598 Oak Ave. Officer responded at scene.
INC004313,Battery,South,Riverside,AZ,7891 Elm Blvd,36.974169,-88.107409,2020-11-12 08:47:39,OFF0131,Robert,Hill,6689.0,SUS00430,Mary,Wilson,70.0,Female,white,VIC00014,Michelle,Walker,85.0,Female,299-152-7276,Unarmed,Medium,Closed,No Arrest,2.0,45318.49,No,No notes available
INC002411,Narcotics,east,Lakewood,NY,7798 Maple Dr,47.312549,-113.092495,2021-07-31 08:05:29,OFF0122,Nancy,White,6161.0,SUS00538,James,Jackson,33.0,Male,Other,VIC00618,Daniel,Davis,31.0,Male,873-960-3208,Blunt Object,Critical,Closed,Arrest Made,5.0,23630.9,Yes,Incident at 7798 Maple Dr. Officer responded at scene.
INC001192,Fraudulent Activity,NORTHWEST,Riverside,IL,1667 Lincoln St,41.934454,-96.277322,2023-03-25 19:26:49,OFF0026,KAREN,Moore,6346.0,SUS00070,James,Martin,46.0,Female,Black,VIC00768,Linda,Torres,75.0,Male,293-683-5298,Knife,Medium,Open,Dismissed,2.0,37689.65,No,Incident at 1667 Lincoln St. Officer responded at scene.
INC004291,Battery,Central,Oakdale,IL,377 Oak Ave,28.045586,-81.12442,2023-12-17 20:49:56,OFF0094,Michelle,Harris,6626.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00369,John,Miller,61.0,Unknown,579-927-8560,Hands/Feet,Critical,Pending,Arrest Made,1.0,6286.55,Yes,Incident at 377 Oak Ave. Officer responded at scene.
INC004816,Assault,south,Lakewood,PA,1278 Elm Blvd,35.338516,-78.564752,2023-08-31 11:07:36,OFF0109,John,Thomas,4723.0,SUS00498,Robert,Harris,46.0,Female,Black,VIC00310,Susan,Green,86.0,Male,629-154-6451,Rifle,Low,Pending,Warning Issued,4.0,8986.59,No,Incident at 1278 Elm Blvd. Officer responded at scene.
INC000580,Drunk Driving,south,Oakdale,FL,3905 Park Rd,42.058261,-87.929544,2023-06-06 10:57:52,OFF0078,Joseph,Smith,5924.0,SUS00019,William,Thomas,46.0,Unknown,hispanic,VIC00649,William,Wright,49.0,Male,804-600-5023,Firearm,Medium,Under Investigation,Arrest Made,5.0,15967.09,No,Incident at 3905 Park Rd. Officer responded at scene.
INC003185,Burglary,NORTHWEST,Riverside,PA,112 Elm Blvd,29.584642,-71.440677,2018-11-21 05:18:18,OFF0087,Charles,Flores,5214.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00779,William,Young,62.0,Female,748-785-4584,Rifle,Critical,Closed,Arrest Made,0.0,45488.78,Yes,Incident at 112 Elm Blvd. Officer responded at scene.
INC001931,Assault,Southwest,Centerville,IL,7342 Sunset Blvd,29.795638,-110.433627,2019-10-29 01:38:01,OFF0069,Daniel,Green,2536.0,SUS00106,Michelle,Johnson,24.0,Female,hispanic,VIC00138,Emily,Davis,52.0,Male,Unknown,Blunt Object,High,Under Investigation,Arrest Made,2.0,37695.84,Yes,Incident at 7342 Sunset Blvd. Officer responded at scene.
INC002277,Online Fraud,NORTHEAST,Riverside,NC,4150 Cedar Lane,34.388704,-93.458665,2021-07-31 08:05:29,OFF0022,Michael,Hill,1588.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00840,Mary,Martin,63.0,Female,813-783-1904,Blunt Object,High,Pending,Arrest Made,3.0,1392.35,No,Incident at 4150 Cedar Lane. Officer responded at scene.
INC002938,Domestic Violence,Midtown,Springfield,IL,4522 Maple Dr,41.291044,-98.25368,2020-11-25 17:23:51,OFF0121,Robert,Garcia,3600.0,SUS00596,Sarah,Torres,44.0,Female,Black,VIC00173,Daniel,Torres,79.0,Male,989-457-6640,Unarmed,Low,Pending,Arrest Made,5.0,23630.9,No,Incident at 4522 Maple Dr. Officer responded at scene.
INC003730,Fraud,West,Maplewood,OH,1184 Lincoln St,33.652304,51.0573,2021-06-10 15:17:10,OFF0079,Nancy,Lee,1373.0,SUS00384,Matthew,Torres,71.0,Male,asian,VIC00563,Sarah,Wilson,61.0,Male,291-317-9863,Hands/Feet,Medium,Resolved,Warning Issued,5.0,23630.9,No,Incident at 1184 Lincoln St. Officer responded at scene.
INC004333,Assault & Battery,Central,Fairview,TX,324 Sunset Blvd,29.988764,-100.736561,2021-07-31 08:05:29,OFF0089,Anthony,Green,8010.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00187,Anthony,Walker,56.0,Male,663-397-2648,Hands/Feet,Medium,Open,Arrest Made,2.0,15656.7,No,No notes available
INC004329,Drunk Driving,North,Springfield,OH,3456 Lincoln St,40.175298,-111.898298,2020-10-10 20:04:55,OFF0033,James,Martin,1289.0,SUS00021,David,Young,56.0,Unknown,Unknown,VIC00676,Joseph,Martin,20.0,Male,269-555-5589,Blunt Object,Medium,Closed,Warning Issued,4.0,11324.19,No,Incident at 3456 Lincoln St. Officer responded at scene.
INC002637,Burglary,Northwest,Riverside,NC,472 Sunset Blvd,35.086117,-119.349692,2022-05-02 22:19:40,OFF0092,James,Anderson,7058.0,SUS00760,Matthew,Martin,17.0,Unknown,Black,VIC00678,Richard,Jones,32.0,Male,Unknown,Hands/Feet,Medium,Closed,No Arrest,3.0,33268.08,No,Incident at 472 Sunset Blvd. Officer responded at scene.
INC002397,Cybercrime,North,Lakewood,AZ,966 Maple Dr,27.756533,-79.1033,2024-02-19 12:44:28,OFF0115,Matthew,Flores,2256.0,SUS00438,Emily,Hill,64.0,Female,Asian,VIC00141,Nancy,Hill,17.0,Female,812-148-8930,Knife,Critical,Open,Warning Issued,2.0,23630.9,No,Incident at 966 Maple Dr. Officer responded at scene.
INC001682,Drunk Driving,Southwest,Lakewood,TX,1439 Sunset Blvd,46.24235,-76.571702,2022-09-09 12:31:57,OFF0005,James,Garcia,9200.0,SUS00116,David,Young,28.0,Unknown,White,VIC00824,Richard,Moore,25.0,Female,711-782-1354,Firearm,Low,Closed,Arrest Made,2.0,23630.9,No,Incident at 1439 Sunset Blvd. Officer responded at scene.
INC002328,Sexual Assault,WEST,Fairview,FL,2152 Sunset Blvd,31.444163,-77.672146,2021-06-10 18:59:53,OFF0065,Michelle,Harris,2129.0,SUS00579,Michelle,Lee,26.0,Female,Hispanic,VIC00732,Chris,Hall,77.0,Male,(540) -61-1-2518,Bat,Critical,Pending,No Arrest,0.0,11128.0,No,No notes available
INC001807,Homicide,Central,Lakewood,FL,4599 Cedar Lane,36.974169,-76.113019,2021-10-09 19:09:42,OFF0090,  Michael  ,Green,7953.0,SUS00495,Linda,Jackson,75.0,Other,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Unarmed,Critical,Closed,Arrest Made,4.0,36794.2,Yes,Incident at 4599 Cedar Lane. Officer responded at scene.
INC003877,Theft/Larceny,Central,Lakewood,NC,6629 Sunset Blvd,33.789308,-117.684606,2021-07-31 08:05:29,OFF0133,Karen,Brown,6587.0,SUS00327,Jessica,Williams,54.0,Female,hispanic,VIC00206,Thomas,Scott,24.0,Female,357-444-6269,Hands/Feet,Medium,Closed,Arrest Made,2.0,15917.15,Yes,Incident at 6629 Sunset Blvd. Officer responded at scene.
INC004535,Sexual Assault,South,Lakewood,CA,982 Oak Ave,36.974169,-109.162701,2019-06-27 16:50:06,OFF0035,SUSAN,Wright,5601.0,SUS00621,Robert,Garcia,50.0,Female,Black,VIC00357,Chris,Garcia,15.0,Female,691-573-6612,Firearm,Critical,Under Investigation,Warning Issued,1.0,13452.04,Yes,Incident at 982 Oak Ave. Officer responded at scene.
INC003495,Domestic Violence,East,Fairview,GA,7248 River Rd,36.974169,-118.027277,2019-05-14 02:26:22,OFF0136,Donna,Davis,6697.0,SUS00126,Karen,Martin,27.0,Female,Asian,VIC00305,Michelle,White,49.0,Unknown,660-739-1992,Hands/Feet,Critical,Under Investigation,Arrest Made,2.0,7340.67,No,No notes available
INC001883,Domestic Violence,North,Riverside,NC,6316 Washington Ave,36.974169,-105.84064,2021-08-26 21:25:21,OFF0150,Daniel,Hill,2867.0,SUS00010,Daniel,Flores,46.0,Female,Asian,VIC00829,Emily,Jones,61.0,Female,Unknown,Firearm,Low,Pending,Dismissed,1.0,31688.47,Yes,Incident at 6316 Washington Ave. Officer responded at scene.
INC002198,Domestic Violence,West,Springfield,NY,9411 Maple Dr,30.774399,-77.865934,2019-09-07 18:54:18,OFF0046,Carol,Walker,Unknown,SUS00585,Michael,Torres,46.0,Male,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Firearm,Medium,Closed,Warning Issued,3.0,23630.9,No,Incident at 9411 Maple Dr. Officer responded at scene.
INC004557,Sexual Assault,EAST,Oakdale,NY,9840 Main St,41.547359,-72.24105,2019-10-30 02:58:05,OFF0055,Jessica,Moore,9214.0,SUS00772,Chris,Miller,46.0,Female,white,VIC00742,Karen,White,53.0,Male,433-979-8796,Knife,High,Pending,Arrest Made,3.0,12705.46,Yes,Incident at 9840 Main St. Officer responded at scene.
INC000211,Kidnapping,North,Fairview,OH,7929 Lincoln St,38.799836,-121.739243,2022-06-10 00:23:31,OFF0066,Carol,Brown,4159.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00024,Matthew,Jones,37.0,Female,573-217-4554,Firearm,Medium,Under Investigation,Dismissed,0.0,36387.19,Yes,Incident at 7929 Lincoln St. Officer responded at scene.
INC003590,Drunk Driving,central,Lakewood,TX,5208 Main St,29.17024,-104.819422,2018-02-07 08:26:09,OFF0087,Robert,Moore,5619.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00073,Donna,Young,49.0,Other,868-245-2376,Knife,Low,Pending,Arrest Made,3.0,6418.48,Yes,Incident at 5208 Main St. Officer responded at scene.
INC000269,Sexual Assault,east,Centerville,FL,4514 Maple Dr,25.247688,-115.900815,2020-08-24 17:48:55,OFF0135,Patricia,Scott,8718.0,SUS00238,Barbara,Nguyen,22.0,Female,Black,VIC00625,John,Flores,53.0,Female,241-490-5185,Hands/Feet,Critical,Closed,No Arrest,4.0,8422.8,No,Incident at 4514 Maple Dr. Officer responded at scene.
INC002071,Drunk Driving,South,Fairview,NY,9063 Park Rd,27.538719,-115.867482,2020-01-19 17:06:39,OFF0146,Anthony,Johnson,9499.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00167,Michael,White,71.0,Unknown,619-412-5359,Knife,Critical,Closed,Arrest Made,2.0,8713.6,No,Incident at 9063 Park Rd. Officer responded at scene.
INC003437,Vandalism,West,Centerville,OH,7361 Cedar Lane,31.652878,70.3377,2022-01-08 16:33:54,OFF0048,James,Brown,3326.0,SUS00370,Barbara,Jones,72.0,Female,BLACK,VIC00615,Robert,Nguyen,46.0,Female,Unknown,Hands/Feet,Critical,Under Investigation,Arrest Made,0.0,23401.19,No,Incident at 7361 Cedar Lane. Officer responded at scene.
INC002812,Sexual Assault,Central,Hillcrest,NC,6009 Cedar Lane,33.519424,-70.02793,2021-05-06 02:50:50,OFF0062,Anthony,Jones,4579.0,SUS00787,William,Harris,65.0,Female,Other,VIC00556,Emily,Scott,43.0,Male,(542) -62-7-2504,Hands/Feet,Critical,Under Investigation,Arrest Made,3.0,23630.9,No,Incident at 6009 Cedar Lane. Officer responded at scene.
INC002577,Vandalism,Southwest,Riverside,PA,1172 Park Rd,42.611842,-99.559101,2020-03-19 20:41:21,OFF0021,Mary,Miller,7623.0,SUS00678,Mary,Davis,64.0,Female,white,VIC00264,Chris,Moore,25.0,Female,524-419-2122,Firearm,Medium,Closed,Arrest Made,2.0,5357.11,Yes,Incident at 1172 Park Rd. Officer responded at scene.
INC004945,Abduction,Southwest,Fairview,FL,6584 Washington Ave,25.432871,-70.056461,2022-08-31 18:44:05,OFF0121,Richard,Torres,3782.0,SUS00418,Linda,Hill,53.0,Female,BLACK,VIC00874,Sarah,Martin,70.0,Female,992-656-1367,Knife,Medium,Open,No Arrest,1.0,20699.79,Yes,Incident at 6584 Washington Ave. Officer responded at scene.
INC004868,Assault,West,Hillcrest,IL,8960 Main St,33.849878,-96.834944,2020-12-26 02:41:19,OFF0045,Mary,Anderson,4889.0,SUS00290,Chris,Garcia,53.0,Male,White,VIC00988,Mary,Johnson,41.0,Male,3778449061,Hands/Feet,Critical,Under Investigation,Arrest Made,0.0,45390.03,Yes,Incident at 8960 Main St. Officer responded at scene.
INC000846,Burglary,South,Riverside,AZ,1405 Sunset Blvd,27.784746,-80.714588,2020-07-05 20:29:30,OFF0082,joseph,Green,5096.0,SUS00048,Patricia,Lee,57.0,Female,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Blunt Object,Critical,Closed,Arrest Made,0.0,42075.26,No,Incident at 1405 Sunset Blvd. Officer responded at scene.
INC003180,Cybercrime,Central,Centerville,AZ,6416 River Rd,36.974169,-78.585789,2024-03-03 06:37:05,OFF0121,Carol,Garcia,3890.0,SUS00570,Chris,Hall,53.0,Male,white,VIC00179,David,Nguyen,85.0,Male,Unknown,Bat,Critical,Resolved,Arrest Made,4.0,29770.29,No,Incident at 6416 River Rd. Officer responded at scene.
INC001848,Assault,Midtown,Lakewood,NC,3238 River Rd,46.491981,-105.374953,2020-07-19 00:12:01,OFF0009,Daniel,Moore,1287.0,SUS00768,Michael,Nguyen,46.0,Female,hispanic,VIC00211,Anthony,Garcia,59.0,Male,7699411168,Firearm,Medium,Closed,Warning Issued,2.0,26801.63,No,Incident at 3238 River Rd. Officer responded at scene.
INC004346,Domestic Violence,Northeast,Riverside,AZ,6121 Maple Dr,46.791933,-115.286815,2023-09-13 00:36:43,OFF0150,Anthony,Davis,8409.0,SUS00169,John,Torres,16.0,Other,White,VIC00656,Matthew,Green,64.0,Male,817-384-4555,Knife,Medium,Closed,No Arrest,5.0,23630.9,Yes,Incident at 6121 Maple Dr. Officer responded at scene.
INC004576,Kidnapping,Southwest,Maplewood,TX,9537 Lincoln St,29.145686,-91.274634,2018-10-20 20:48:54,OFF0120,Linda,Walker,2710.0,SUS00438,Linda,Smith,33.0,Male,Asian,Unknown,Unknown,Unknown,49.0,Male,Unknown,Firearm,High,Under Investigation,Arrest Made,2.0,23630.9,Yes,No notes available
INC002508,Arson,East,Fairview,GA,1867 Cedar Lane,38.818611,-116.382589,2024-05-10 11:26:48,OFF0020,David,Young,4720.0,SUS00537,Richard,Wilson,46.0,Female,BLACK,VIC00883,Jessica,Flores,49.0,Other,411-660-6684,Blunt Object,Critical,Closed,Arrest Made,0.0,48213.78,No,Incident at 1867 Cedar Lane. Officer responded at scene.
INC002950,Trespass,South,Centerville,TX,4120 Elm Blvd,42.469686,-79.44296,2021-01-15 01:39:00,OFF0078,Daniel,Wright,9694.0,SUS00670,Sarah,Davis,45.0,Female,Hispanic,VIC00975,Susan,Jones,43.0,Male,673-955-4329,Firearm,High,Resolved,Warning Issued,1.0,33499.33,Yes,Incident at 4120 Elm Blvd. Officer responded at scene.
INC000896,Fraud,Midtown,Riverside,AZ,6218 Maple Dr,39.500298,-114.590108,2021-07-31 08:05:29,OFF0006,Donna,Smith,1710.0,SUS00176,Jessica,Moore,57.0,Unknown,Black,VIC00366,Anthony,Martin,69.0,Male,986-105-6751,Hands/Feet,Critical,Under Investigation,Arrest Made,1.0,25636.8,No,No notes available
INC002170,Homicide,EAST,Fairview,GA,8789 Washington Ave,28.31013,-77.679746,2024-05-01 17:57:37,OFF0015,Emily,Hall,9066.0,SUS00225,Anthony,Davis,26.0,Male,Unknown,VIC00862,Matthew,Jones,26.0,Other,2359365085,Knife,Critical,Under Investigation,Warning Issued,3.0,32818.04,No,No notes available
INC003088,Kidnapping,Northwest,Riverside,TX,6958 Cedar Lane,29.062986,-121.826614,2021-09-11 10:18:02,OFF0035,Susan,Williams,8965.0,SUS00658,Jessica,Lee,46.0,Unknown,asian,VIC00603,Mary,Thompson,40.0,Male,965-519-7306,Knife,Low,Under Investigation,No Arrest,2.0,40950.57,Yes,Incident at 6958 Cedar Lane. Officer responded at scene.
INC004834,Burglary,SOUTHEAST,Oakdale,GA,527 Oak Ave,42.20893,-78.600784,2021-10-08 21:25:55,OFF0060,Barbara,Hall,6503.0,SUS00397,Charles,Torres,16.0,Male,White,VIC00443,Thomas,Nguyen,76.0,Unknown,877-939-7303,Blunt Object,High,Closed,Dismissed,2.0,13500.21,No,Incident at 527 Oak Ave. Officer responded at scene.
INC001381,Homicide,Northeast,Maplewood,CA,849 Lincoln St,39.748226,-77.478126,2021-07-31 08:05:29,OFF0085,James,Young,5454.0,SUS00419,Ashley,Thomas,15.0,Male,White,VIC00427,James,Green,33.0,Female,Unknown,Firearm,High,Under Investigation,Dismissed,2.0,22757.29,No,Incident at 849 Lincoln St. Officer responded at scene.
INC001752,Robbery,East,Riverside,AZ,8591 Lincoln St,43.373465,94.575,2021-07-31 08:05:29,OFF0132,  Jessica  ,Flores,1003.0,SUS00654,Chris,Smith,34.0,Male,Black,VIC00176,Carol,White,88.0,Male,808-204-7786,Hands/Feet,Medium,Open,No Arrest,1.0,24043.36,Yes,No notes available
INC001045,Drunk Driving,West,Oakdale,NY,3630 Elm Blvd,31.747974,-110.174446,2023-08-06 06:38:32,OFF0133,Chris,Torres,Unknown,SUS00784,Barbara,Wilson,45.0,Female,Asian,VIC00860,James,Green,72.0,Female,338-185-3736,Rifle,Critical,Resolved,Dismissed,4.0,21583.71,No,Incident at 3630 Elm Blvd. Officer responded at scene.
INC001874,Abduction,Northwest,Oakdale,CA,1093 Main St,47.347624,-94.6682905,2020-11-20 16:20:55,OFF0102,Ashley,Walker,9620.0,SUS00171,Emily,White,59.0,Female,Black,VIC00975,Michelle,White,21.0,Female,644-629-9763,Bat,High,Under Investigation,Arrest Made,1.0,48825.29,No,Incident at 1093 Main St. Officer responded at scene.
